Date,City,Country,Parent_Category,Sub_Category,Sales,Profit,Lat,Lon
2025-10-10,Toronto,Canada,Tech Support,Cloud Migration,19904.33125249722,6237.0138654053935,43.6532,-79.3832
2025-12-14,Vancouver,Canada,Apparel,ME-U Hoodie,18993.56972438703,7024.609802694026,49.2827,-123.1207
2025-04-22,Vancouver,Canada,Data Analytics,Server Rack,11365.700811992461,4771.879715984067,49.2827,-123.1207
2025-03-22,Dartmouth,Canada,Tech Support,Cloud Migration,22248.859147309533,4827.523948293772,44.6662,-63.5682
2025-09-26,New York,United States,Data Analytics,Quantivo AI License,6451.818317327146,2602.4093808351554,40.7128,-74.006
2026-01-26,Halifax,Canada,Apparel,ME-U Hoodie,14884.791834575557,4136.0051023315755,44.6488,-63.5752
2025-03-20,New York,United States,Data Analytics,Quantivo AI License,21892.959724601773,7990.278211028687,40.7128,-74.006
2025-12-29,Halifax,Canada,Data Analytics,BI Dashboard Pro,10279.743715618937,4660.010305148487,44.6488,-63.5752
2025-06-16,Vancouver,Canada,Data Analytics,Quantivo AI License,6242.046193027708,1850.1738442366704,49.2827,-123.1207
2025-05-27,Vancouver,Canada,Data Analytics,Quantivo AI License,21659.304370167476,4919.239419884699,49.2827,-123.1207
2025-01-27,Halifax,Canada,Data Analytics,Server Rack,21523.323050068713,9285.13100121804,44.6488,-63.5752
2025-04-03,Miami,United States,Data Analytics,Server Rack,13014.967649642516,5728.746269848574,25.7617,-80.1918
2025-03-09,Miami,United States,Apparel,Streetwear Cap,6467.153685526421,2497.835292160134,25.7617,-80.1918
2025-01-28,New York,United States,Data Analytics,Server Rack,21198.96781368688,9158.339239467323,40.7128,-74.006
2025-02-21,Dartmouth,Canada,Apparel,Streetwear Cap,19502.508111472685,5673.639783654383,44.6662,-63.5682
2025-09-22,Dartmouth,Canada,Apparel,ME-U Hoodie,6023.143326139623,2751.9007558797543,44.6662,-63.5682
2025-05-12,New York,United States,Apparel,ME-U Hoodie,17748.063152181156,6082.876607283701,40.7128,-74.006
2026-02-02,Toronto,Canada,Tech Support,Cloud Migration,19982.61618964094,4938.772762489153,43.6532,-79.3832
2025-04-21,Toronto,Canada,Tech Support,Cloud Migration,9508.028019509215,1928.3507226359875,43.6532,-79.3832
2025-03-22,Vancouver,Canada,Tech Support,Cloud Migration,15342.57560247445,3288.601766919153,49.2827,-123.1207
2025-01-21,Halifax,Canada,Data Analytics,Quantivo AI License,10935.226623842313,4349.874759018815,44.6488,-63.5752
2025-02-27,New York,United States,Data Analytics,Server Rack,16370.443269165402,7634.412714349247,40.7128,-74.006
2025-09-28,Miami,United States,Data Analytics,Server Rack,6842.931146857716,3122.656303813762,25.7617,-80.1918
2025-07-17,Halifax,Canada,Apparel,Streetwear Cap,19009.0447596182,7287.657152170258,44.6488,-63.5752
2025-08-03,Halifax,Canada,Apparel,Streetwear Cap,20269.13660900087,8390.300677873807,44.6488,-63.5752
2025-07-30,New York,United States,Tech Support,Cloud Migration,19345.621459351292,4466.161353657155,40.7128,-74.006
2025-05-15,Toronto,Canada,Apparel,ME-U Hoodie,22703.264758330148,10779.675991119286,43.6532,-79.3832
2025-09-10,Halifax,Canada,Tech Support,24/7 Support,19921.945304649806,8275.679419936187,44.6488,-63.5752
2025-07-14,New York,United States,Tech Support,Cloud Migration,11021.453344537093,4565.536358622421,40.7128,-74.006
2025-03-22,Vancouver,Canada,Data Analytics,Quantivo AI License,22633.340469554078,5863.8798231831815,49.2827,-123.1207
2025-11-01,Dartmouth,Canada,Data Analytics,Quantivo AI License,9401.445449089197,2913.501849537594,44.6662,-63.5682
2025-07-28,Miami,United States,Apparel,Streetwear Cap,19744.806865454168,6758.007860303342,25.7617,-80.1918
2025-10-27,Toronto,Canada,Data Analytics,Server Rack,24300.461593002114,6083.002177520107,43.6532,-79.3832
2025-11-21,Toronto,Canada,Data Analytics,Server Rack,11118.45188129852,4866.8468790252955,43.6532,-79.3832
2025-04-23,Dartmouth,Canada,Apparel,ME-U Hoodie,7228.908837426534,3369.91787978789,44.6662,-63.5682
2025-12-22,Miami,United States,Tech Support,24/7 Support,3179.4255266029313,1464.4623934753674,25.7617,-80.1918
2025-04-28,Vancouver,Canada,Apparel,ME-U Hoodie,2069.9539353340406,886.5245180273945,49.2827,-123.1207
2025-12-13,Miami,United States,Data Analytics,Server Rack,23796.223349466247,7274.100392217241,25.7617,-80.1918
2025-09-21,Vancouver,Canada,Data Analytics,Quantivo AI License,7297.851994159999,2141.2656341052957,49.2827,-123.1207
2026-02-04,Halifax,Canada,Apparel,Streetwear Cap,10805.396068896222,3628.719744440453,44.6488,-63.5752
2025-08-05,Dartmouth,Canada,Tech Support,24/7 Support,20711.32125640175,7043.313753551226,44.6662,-63.5682
2026-01-05,Miami,United States,Tech Support,24/7 Support,23567.771290464392,8215.330330254375,25.7617,-80.1918
2025-08-01,Miami,United States,Data Analytics,Quantivo AI License,6972.889609242925,3240.7257144275904,25.7617,-80.1918
2025-05-27,Miami,United States,Data Analytics,Server Rack,11138.69061659248,3297.2089910710115,25.7617,-80.1918
2025-01-25,Toronto,Canada,Apparel,ME-U Hoodie,24762.313874440042,6968.8347962912585,43.6532,-79.3832
2025-06-27,Dartmouth,Canada,Tech Support,24/7 Support,2048.471121632076,783.0144378200126,44.6662,-63.5682
2025-10-01,New York,United States,Tech Support,24/7 Support,11588.949058872782,2893.64764020853,40.7128,-74.006
2025-09-23,New York,United States,Tech Support,Cloud Migration,19276.009775682833,4472.145583827154,40.7128,-74.006
2025-04-15,New York,United States,Tech Support,Cloud Migration,6093.735130127662,1965.009729139195,40.7128,-74.006
2025-02-14,Halifax,Canada,Tech Support,24/7 Support,6800.947778387948,1843.4959899521677,44.6488,-63.5752
2025-05-25,Toronto,Canada,Data Analytics,Server Rack,22209.6552279578,6364.12610975144,43.6532,-79.3832
2025-06-16,Dartmouth,Canada,Apparel,ME-U Hoodie,13550.189009509433,3176.0967957365315,44.6662,-63.5682
2025-03-16,Dartmouth,Canada,Tech Support,24/7 Support,10396.38627363643,2518.263070391205,44.6662,-63.5682
2025-07-16,Vancouver,Canada,Data Analytics,Server Rack,14970.175688413203,5070.037293442715,49.2827,-123.1207
2025-07-16,Vancouver,Canada,Data Analytics,BI Dashboard Pro,14928.728677789233,6069.257310140577,49.2827,-123.1207
2025-02-05,Dartmouth,Canada,Tech Support,24/7 Support,8048.351151760437,3238.3646284796127,44.6662,-63.5682
2025-12-25,Miami,United States,Apparel,ME-U Hoodie,23014.61780072408,7146.253763865914,25.7617,-80.1918
2025-01-13,Halifax,Canada,Tech Support,Cloud Migration,7744.405118971442,2983.454139491296,44.6488,-63.5752
2025-07-18,Vancouver,Canada,Data Analytics,Quantivo AI License,16558.06803028223,5448.826500033672,49.2827,-123.1207
2026-01-17,Vancouver,Canada,Apparel,Streetwear Cap,9592.391369303572,2361.0548800041192,49.2827,-123.1207
2025-05-11,Dartmouth,Canada,Data Analytics,Quantivo AI License,21729.001271100613,5429.224284820817,44.6662,-63.5682
2025-02-20,Vancouver,Canada,Tech Support,Cloud Migration,3752.9951899313332,1773.8673965833877,49.2827,-123.1207
2025-08-07,Halifax,Canada,Data Analytics,BI Dashboard Pro,8498.523346553327,1947.9706362350837,44.6488,-63.5752
2025-09-03,Toronto,Canada,Tech Support,Cloud Migration,22300.74177404629,8465.654092808036,43.6532,-79.3832
2025-07-07,Dartmouth,Canada,Tech Support,Cloud Migration,22419.444655317944,9675.018132715853,44.6662,-63.5682
2025-08-23,Dartmouth,Canada,Tech Support,Cloud Migration,16422.978142554824,7597.186880748263,44.6662,-63.5682
2025-10-11,Dartmouth,Canada,Apparel,Streetwear Cap,7448.2863573202385,3233.1256219142047,44.6662,-63.5682
2026-01-26,New York,United States,Apparel,ME-U Hoodie,16225.741835172199,5227.272474727066,40.7128,-74.006
2025-05-23,Miami,United States,Apparel,Streetwear Cap,2168.9327445183926,882.6165549405551,25.7617,-80.1918
2025-10-29,New York,United States,Data Analytics,BI Dashboard Pro,3785.2951556898925,1002.4628063112525,40.7128,-74.006
2025-12-02,Dartmouth,Canada,Tech Support,24/7 Support,15970.601269807528,5736.5186207921915,44.6662,-63.5682
2025-12-16,Halifax,Canada,Tech Support,Cloud Migration,2662.4604457491905,888.0399912862915,44.6488,-63.5752
2025-07-13,Dartmouth,Canada,Apparel,Streetwear Cap,13924.160703316857,3363.4925921859,44.6662,-63.5682
2025-11-24,Halifax,Canada,Data Analytics,Quantivo AI License,4099.180375700217,1994.1301359149845,44.6488,-63.5752
2025-07-29,Dartmouth,Canada,Apparel,Streetwear Cap,24524.938061298868,6533.119173012253,44.6662,-63.5682
2025-01-13,Dartmouth,Canada,Tech Support,24/7 Support,5835.066549411565,1846.7717509547851,44.6662,-63.5682
2026-01-14,Vancouver,Canada,Tech Support,Cloud Migration,2844.886137522916,1348.7003572611645,49.2827,-123.1207
2025-08-24,Miami,United States,Tech Support,24/7 Support,4804.008086355142,1078.5478573230487,25.7617,-80.1918
2025-03-10,Toronto,Canada,Tech Support,24/7 Support,2744.0773979782102,1227.454624696736,43.6532,-79.3832
2025-09-18,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,8644.193849417718,2414.4329004391225,44.6662,-63.5682
2025-09-23,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,4627.403334634111,2014.7096860602794,44.6662,-63.5682
2025-04-09,New York,United States,Tech Support,Cloud Migration,13411.842496196716,4518.436387158844,40.7128,-74.006
2026-01-28,Vancouver,Canada,Apparel,Streetwear Cap,21486.802462534637,5343.299194054902,49.2827,-123.1207
2025-12-13,Vancouver,Canada,Data Analytics,BI Dashboard Pro,17129.3811469089,3746.6012876701234,49.2827,-123.1207
2025-05-04,Miami,United States,Data Analytics,Quantivo AI License,9739.941260740175,3197.966746255575,25.7617,-80.1918
2025-10-25,Toronto,Canada,Apparel,Streetwear Cap,10853.212966826106,3580.619301656689,43.6532,-79.3832
2025-06-12,Dartmouth,Canada,Tech Support,24/7 Support,2013.8293153146308,914.9213327804039,44.6662,-63.5682
2025-02-01,Toronto,Canada,Apparel,ME-U Hoodie,9225.788340420042,3693.727509637245,43.6532,-79.3832
2025-03-20,Toronto,Canada,Apparel,ME-U Hoodie,15041.26203781166,5982.462946089418,43.6532,-79.3832
2025-03-03,New York,United States,Data Analytics,BI Dashboard Pro,14539.883543863674,4190.605818400837,40.7128,-74.006
2025-02-09,Vancouver,Canada,Data Analytics,Quantivo AI License,21709.875266051826,8122.7243104419,49.2827,-123.1207
2025-01-23,Vancouver,Canada,Data Analytics,Quantivo AI License,16577.17122678573,7641.052146025488,49.2827,-123.1207
2026-01-31,Dartmouth,Canada,Tech Support,Cloud Migration,10355.067705300029,2898.75858713489,44.6662,-63.5682
2025-09-13,Toronto,Canada,Tech Support,24/7 Support,11707.008936221406,5186.408228943909,43.6532,-79.3832
2025-12-23,New York,United States,Tech Support,24/7 Support,4940.732359774542,1374.773121334282,40.7128,-74.006
2026-02-04,Miami,United States,Apparel,ME-U Hoodie,2642.6431206193915,606.157111661111,25.7617,-80.1918
2025-05-06,Toronto,Canada,Apparel,Streetwear Cap,15256.439743840045,3409.1672614391982,43.6532,-79.3832
2025-11-24,Halifax,Canada,Tech Support,24/7 Support,12859.155347021131,6362.888704176416,44.6488,-63.5752
2025-07-04,New York,United States,Tech Support,Cloud Migration,6537.799806573377,1314.3342084158744,40.7128,-74.006
2025-04-12,Miami,United States,Data Analytics,BI Dashboard Pro,13874.382638322008,5895.106134024112,25.7617,-80.1918
2025-09-16,New York,United States,Data Analytics,Server Rack,20746.31962849096,9014.599351986828,40.7128,-74.006
2025-09-18,Dartmouth,Canada,Tech Support,Cloud Migration,3379.7946629183225,1461.222439001964,44.6662,-63.5682
2025-05-06,Halifax,Canada,Apparel,Streetwear Cap,16655.914472591277,4276.968217021441,44.6488,-63.5752
2025-10-14,New York,United States,Tech Support,24/7 Support,12164.440255295789,4863.722211567957,40.7128,-74.006
2025-09-22,Miami,United States,Data Analytics,Server Rack,7320.907265759461,3262.402073466323,25.7617,-80.1918
2025-11-27,Dartmouth,Canada,Data Analytics,Quantivo AI License,14511.250093146864,6111.650650333999,44.6662,-63.5682
2025-12-23,Vancouver,Canada,Tech Support,24/7 Support,19271.970091597934,5133.9414672023895,49.2827,-123.1207
2025-10-08,Halifax,Canada,Tech Support,24/7 Support,6894.805047349251,2835.9732675797372,44.6488,-63.5752
2025-04-16,Miami,United States,Apparel,ME-U Hoodie,1221.1587149219795,480.37144499331237,25.7617,-80.1918
2025-05-30,Dartmouth,Canada,Apparel,Streetwear Cap,22687.331006718025,7406.457660985489,44.6662,-63.5682
2025-03-27,Toronto,Canada,Data Analytics,Server Rack,24795.69093617631,10125.09129739892,43.6532,-79.3832
2026-01-10,Toronto,Canada,Tech Support,Cloud Migration,14664.114063003595,5152.712303770385,43.6532,-79.3832
2025-08-18,Miami,United States,Tech Support,Cloud Migration,20849.113509419563,9551.736427300655,25.7617,-80.1918
2025-01-12,Dartmouth,Canada,Apparel,ME-U Hoodie,3398.6283674650927,1260.6458489422937,44.6662,-63.5682
2025-11-09,Dartmouth,Canada,Apparel,ME-U Hoodie,2010.3281552905255,430.51293731734154,44.6662,-63.5682
2025-07-20,Vancouver,Canada,Apparel,Streetwear Cap,10613.28131169914,3793.9995478500614,49.2827,-123.1207
2025-07-19,Vancouver,Canada,Tech Support,24/7 Support,16893.703763306254,7802.910120405362,49.2827,-123.1207
2025-05-16,Miami,United States,Data Analytics,Quantivo AI License,1858.5521836270564,729.7127346551295,25.7617,-80.1918
2025-10-24,Toronto,Canada,Data Analytics,Quantivo AI License,8716.090497943731,4101.035865163647,43.6532,-79.3832
2025-12-09,Halifax,Canada,Tech Support,Cloud Migration,22930.855157008453,7044.144342306642,44.6488,-63.5752
2025-05-31,Miami,United States,Apparel,Streetwear Cap,8542.933090119644,1733.7066259487076,25.7617,-80.1918
2025-09-19,New York,United States,Apparel,Streetwear Cap,2425.8284981821544,532.1033232285359,40.7128,-74.006
2025-09-20,Vancouver,Canada,Apparel,ME-U Hoodie,22316.80444411629,4654.276794644521,49.2827,-123.1207
2025-11-24,Vancouver,Canada,Tech Support,Cloud Migration,11856.240340960816,4971.422402138497,49.2827,-123.1207
2025-10-01,Dartmouth,Canada,Tech Support,Cloud Migration,3782.7817784520735,1189.202594707343,44.6662,-63.5682
2025-10-13,Halifax,Canada,Tech Support,Cloud Migration,15982.214509627964,5808.531049865384,44.6488,-63.5752
2025-01-11,Halifax,Canada,Data Analytics,Server Rack,10718.108877319566,3297.6808107582315,44.6488,-63.5752
2025-05-10,Vancouver,Canada,Apparel,Streetwear Cap,7748.246813515175,2145.6857177010743,49.2827,-123.1207
2025-10-08,Vancouver,Canada,Data Analytics,BI Dashboard Pro,21433.09948166307,7802.830273399505,49.2827,-123.1207
2025-03-30,Vancouver,Canada,Data Analytics,BI Dashboard Pro,18675.56805358912,7275.912739725576,49.2827,-123.1207
2025-03-31,Miami,United States,Tech Support,Cloud Migration,14378.100199922677,4168.650217718549,25.7617,-80.1918
2026-01-29,Toronto,Canada,Apparel,ME-U Hoodie,7463.3763919151115,3386.1191760885363,43.6532,-79.3832
2025-06-10,Vancouver,Canada,Apparel,Streetwear Cap,12640.194769988506,5176.953054279667,49.2827,-123.1207
2025-11-15,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,21060.565513977588,7675.999120376571,44.6662,-63.5682
2025-09-09,Miami,United States,Apparel,Streetwear Cap,15884.856050968972,3378.5719895364805,25.7617,-80.1918
2025-10-13,Toronto,Canada,Tech Support,Cloud Migration,20667.52089523155,8323.289972135644,43.6532,-79.3832
2025-02-02,Miami,United States,Tech Support,Cloud Migration,13939.126764477367,4236.144697432582,25.7617,-80.1918
2025-01-08,Dartmouth,Canada,Tech Support,Cloud Migration,6064.883327557695,2646.977900368732,44.6662,-63.5682
2025-02-11,Vancouver,Canada,Data Analytics,Quantivo AI License,6309.426486655064,2862.344495400888,49.2827,-123.1207
2025-08-20,Toronto,Canada,Apparel,ME-U Hoodie,15317.796379731994,4100.753208060234,43.6532,-79.3832
2025-05-13,New York,United States,Apparel,ME-U Hoodie,2741.6855743692413,566.6423233159144,40.7128,-74.006
2025-08-16,Toronto,Canada,Apparel,ME-U Hoodie,22813.057636810205,5383.086312254127,43.6532,-79.3832
2025-05-23,New York,United States,Data Analytics,Quantivo AI License,7729.3318603577445,1799.2111867779586,40.7128,-74.006
2025-06-01,Vancouver,Canada,Apparel,ME-U Hoodie,14950.856990457882,3134.614590072667,49.2827,-123.1207
2025-04-01,Halifax,Canada,Data Analytics,Server Rack,17006.725444096322,3473.3232556987286,44.6488,-63.5752
2025-08-12,Miami,United States,Data Analytics,Quantivo AI License,1211.791072306391,291.8556512385799,25.7617,-80.1918
2025-05-29,Vancouver,Canada,Tech Support,24/7 Support,23409.94912997107,9578.2149635814,49.2827,-123.1207
2026-01-02,Vancouver,Canada,Tech Support,24/7 Support,6672.123417365057,1950.419762899735,49.2827,-123.1207
2025-09-20,New York,United States,Apparel,Streetwear Cap,3348.6709452545974,1590.8350276645676,40.7128,-74.006
2025-09-10,Toronto,Canada,Apparel,ME-U Hoodie,3686.5351894314626,1728.5893315198987,43.6532,-79.3832
2025-04-07,Toronto,Canada,Apparel,Streetwear Cap,6765.130523387195,2099.496914020596,43.6532,-79.3832
2025-11-26,New York,United States,Apparel,Streetwear Cap,17655.3399728038,5919.065252285906,40.7128,-74.006
2025-08-26,Toronto,Canada,Tech Support,24/7 Support,18702.04840572835,6367.108181485539,43.6532,-79.3832
2025-08-28,Toronto,Canada,Tech Support,24/7 Support,1469.5650838080933,637.2972657205917,43.6532,-79.3832
2025-11-11,Vancouver,Canada,Apparel,Streetwear Cap,4029.1498945420726,1414.9089724960672,49.2827,-123.1207
2025-06-02,Dartmouth,Canada,Apparel,Streetwear Cap,14931.7924565341,6730.595763992739,44.6662,-63.5682
2025-03-02,Toronto,Canada,Data Analytics,BI Dashboard Pro,7937.2680365473325,3413.6202023337905,43.6532,-79.3832
2026-01-27,Dartmouth,Canada,Tech Support,24/7 Support,1307.156485348239,614.3773440007423,44.6662,-63.5682
2025-08-08,Miami,United States,Apparel,Streetwear Cap,17773.58721717629,4111.893432506834,25.7617,-80.1918
2025-09-30,Miami,United States,Apparel,Streetwear Cap,4119.152198265248,1659.4405097123338,25.7617,-80.1918
2026-01-06,Dartmouth,Canada,Tech Support,24/7 Support,11287.348034908606,3276.236675156218,44.6662,-63.5682
2025-08-01,Miami,United States,Tech Support,24/7 Support,5438.003321052173,1188.395802141961,25.7617,-80.1918
2025-10-24,Vancouver,Canada,Data Analytics,Quantivo AI License,15822.34474306036,3401.5271233239773,49.2827,-123.1207
2025-08-31,New York,United States,Data Analytics,Quantivo AI License,6814.864458739569,2629.302578967378,40.7128,-74.006
2025-11-28,New York,United States,Data Analytics,Server Rack,17757.31308031745,7825.051080979319,40.7128,-74.006
2025-10-05,Halifax,Canada,Apparel,ME-U Hoodie,18459.154142573374,8026.9226764194245,44.6488,-63.5752
2025-01-05,Halifax,Canada,Tech Support,24/7 Support,12991.263204306832,5072.943919566909,44.6488,-63.5752
2025-11-27,New York,United States,Apparel,Streetwear Cap,23722.10027238678,6877.596817268201,40.7128,-74.006
